GTA SA MEMORY FUNCTIONS/MEMORY ADDRESS research

(offsets) for GTA SA PC only!! (see notes at bottom of file incase you happen to see some mobile-related stuff come across..)

  Address            FUNCTION
 0001:002C12C0       CDamageManager::GetEngineStatus(void)
 0001:002C15D0       CDamageManager::FuckCarCompletely(bool)
 0001:002C16A0       CDamageManager::GetCarNodeIndexFromPanel(ePanels)
 0001:002C16F0       CDamageManager::GetCarNodeIndexFromDoor(eDoors)
 0001:002C2030       cBuoyancy::ProcessBuoyancyBoat(CVehicle *,float,CVector *,CVector *,bool)
 0001:002C2EF0       cBuoyancy::ProcessBuoyancy(CPhysical *,float,CVector *,CVector *)
 0001:002C3190       CHeli::CHeli(int,uchar)
 0001:002C3197       CHeli::CHeli(int,uchar)
 0001:002C3320       CHeli::SetUpWheelColModel(CColModel *)
 0001:002C3330       CHeli::BurstTyre(uchar,bool)
 0001:002C3400       CHeli::Render(void)
 0001:002C3530       CHeli::Fix(void)
 0001:002C3550       CHeli::SetupDamageAfterLoad(void)
 0001:002C3560       CHeli__InitHelis
 0001:002C35B0       CHeli::AddHeliSearchLight(CVector const&,CVector const&,float,float,uint,uchar,uchar)
 0001:002C3650       CHeli::Pre_SearchLightCone(void)
 0001:002C36E0       CHeli::Post_SearchLightCone(void)
 0001:002C3760       CHeli::FindSwatPositionRelativeToHeli(int)
 0001:002C3830       CHeli::ProcessControlInputs(uchar)
 0001:002C3E60       CHeli::ProcessFlyingCarStuff(void)
 0001:002C4420       CHeli::PreRender(void)
 0001:002C48E0       CHeli::SearchLightCone(int,CVector,CVector,float,float,uchar,uchar,CVector*,CVector*,CVector*,bool,float,float,float,float)
 0001:002C5520       CHeli::GenerateHeli(CPed *,bool)
 0001:002C5D30       CHeli::BlowUpCar(CEntity *,uchar)
 0001:002C6050       CHeli::ProcessControl(void)
 0001:002C69A0       CHeli::UpdateHelis(void)
 0001:002C6C50       CHeli::RenderAllHeliSearchLights(void)
 0001:002C7330       CMonsterTruck::ProcessControlCollisionCheck(bool)
 0001:002C7D60       CMonsterTruck::CMonsterTruck(int,uchar)
 0001:002C7E20       CPlane::CPlane(int,uchar)
 0001:002C8140       CPlane::SetUpWheelColModel(CColModel *)
 0001:002C8150       CPlane::BurstTyre(uchar,bool)
 0001:002C8260       CPlane::ProcessControl(void)
 0001:002C84A0       CPlane::PreRender(void)
 0001:002C9B70       CPlane::Render(void)
 0001:002C9CB0       CPlane::OpenDoor(CPed *,int,eDoors,float,bool)
 0001:002C9D90       CPlane__InitPlaneGenerationAndRemoval
 0001:002C9DD0       CPlane::ProcessControlInputs(uchar)
 0001:002CB4B0       CPlane::VehicleDamage(float,ushort,CEntity *,CVector *,CVector *,eWeaponType)
 0001:002CBCF0       CPlane::BlowUpCar(CEntity *,uchar)
 0001:002CCC90       CQuadBike::GetRideAnimData(void)
 0001:002CCCA0       CQuadBike::SetupSuspensionLines(void)
 0001:002CCCB0       CQuadBike::ResetSuspension(void)
 0001:002CCCC0       CQuadBike::ProcessControl(void)
 0001:002CD020       CQuadBike::ProcessControlInputs(uchar)
 0001:002CD270       CQuadBike::ProcessSuspension(void)
 0001:002CD280       CQuadBike::ProcessDrivingAnims(CPed *,uchar)
 0001:002CD2B0       CQuadBike::Fix(void)
 0001:002CD340       CQuadBike::SetupDamageAfterLoad(void)
 0001:002CD370       CQuadBike::CQuadBike(int,uchar)
 0001:002CD460       CQuadBike::ProcessAI(uint &)
 0001:002CDAD0       CQuadBike::PreRender(void)
 0001:002CE030       CTrailer::ScanForTowLink(void)
 0001:002CE590       CTrailer::ProcessAI(uint &)
 0001:002CEFD0       CTrailer::ProcessEntityCollision(CEntity *,CColPoint *)
 0001:002CF3A0       CTrailer::CTrailer(int,uchar)
 0001:002CF460       cTransmission::InitGearRatios(void)
 0001:002CFB40       CVehicle::Shutdown(void)
 0001:002CFCF0       CVehicle::CalculateLightingFromCollision(void)
 0001:002CFE60       CVehicle::Render(void)
 0001:002CFE90       CVehicle::SpecialEntityCalcCollisionSteps(bool &,bool &)
 0001:002D0080       CVehicle::GetVehicleAppearance(void)
 0001:002D0340       CVehicle::ProcessDelayedExplosion(void)
 0001:002D0610       CVehicle::RemovePassenger(CPed *)
 0001:002D0A50       CVehicle::SetUpDriver(int,bool,bool)
 0001:002D0C80       CVehicle::KillPedsInVehicle(void)
 0001:002D0E60       CVehicle::CanDoorsBeDamaged(void)
 0001:002D0F30       CVehicle::CanPedStepOutCar(bool)
 0001:002D1030       CVehicle::CanPedJumpOutCar(CPed *)
 0001:002D11F0       CVehicle::ProcessCarAlarm(void)
 0001:002D1330       CVehicle::ChangeLawEnforcerState(uchar)
 0001:002D1700       CVehicle::SetComponentVisibility(RwFrame *,uint)
 0001:002D1740       CVehicle::ApplyBoatWaterResistance(tBoatHandlingData *,float)
 0001:002D1980       CVehicle::UpdateClumpAlpha(void)
 0001:002D1D50       CVehicle::AddWheelDirtAndWater(CColPoint &,uint,uchar,uchar)
 0001:002D2080       CVehicle::SetWindowOpenFlag(uchar)
 0001:002D2B80       CVehicle::UpdateWinch(void)
 0001:002D2D50       CVehicle::FindWheelWidth(bool)
 0001:002D2DB0       CVehicle::PreRenderDriverAndPassengers(void)
 0001:002D3900       CVehicle::SelectPlaneWeapon(bool,eOrdnanceType)
 0001:002D4110       CVehicle::FireUnguidedMissile(eOrdnanceType,bool)
 0001:002D46C0       CVehicle::ProcessOpenDoor(CPed *,uint,uint,uint,float)
 0001:002D4CF0       CVehicle::CanPedLeanOut(CPed *)
 0001:002D4F10       CVehicle::CVehicle(uchar)
 0001:002D5270       CVehicle::ProcessControlCollisionCheck(bool)
 0001:002D5280       CVehicle::ProcessControlInputs(uchar)
 0001:002D5290       CVehicle::GetComponentWorldPosition(int,CVector &)
 0001:002D52A0       CVehicle::IsComponentPresent(int)
 0001:002D53E0       CVehicle::VehicleDamage(float,ushort,CEntity *,CVector *,CVector *,eWeaponType)
 0001:002D5410       CVehicle::DeleteRwObject(void)
 0001:002D5480       CVehicle::PreRender(void)
 0001:002D54F0       CVehicle::SetupRender(void)
 0001:002D5640       CVehicle::SpecialEntityPreCollisionStuff(CPhysical *,bool,bool &,bool &,bool &,bool &)
 0001:002D5A40       CVehicle::SetModelIndex(uint)
 0001:002D6BC0       CVehicle::FindTyreNearestPoint(float,float)
 0001:002D6C90       CVehicle::InflictDamage(CEntity *,eWeaponType,float,CVector)
 0001:002D72F0       CVehicle::KillPedsGettingInVehicle(void)
 0001:002D7470       CVehicle::UsesSiren(void)
 0001:002D75F0       CVehicle::FlyingControl(eFlightModel,float,float,float,float)
 0001:002DABB0       CVehicle::SetTransmissionRotation(RwFrame *,float,float,CVector,bool)
 0001:002DACE0       CVehicle::ProcessBoatControl(tBoatHandlingData *,float &,bool,bool)
 0001:002DE4A0       CVehicle::ProcessDrivingAnims(CPed *,uchar)
 0001:002DEB70       CVehicle::GetTowHitchPos(CVector &,bool,CVehicle*)
 0001:002DEBE0       CVehicle::GetTowBarPos(CVector &,bool,CVehicle*)
 0001:002DEC50       CVehicle::UpdateTrailerLink(bool,bool)
 0001:002DF400       CVehicle::ScanAndMarkTargetForHeatSeekingMissile(CEntity *)
 0001:002DF7E0       CVehicle::FirePlaneGuns(void)
 0001:002DFE20       CVehicle::DoHeadLightBeam(int,CMatrix &,uchar)
 0001:002E1B47       CVehicle::~CVehicle()
 0001:002E1D50       CVehicle::operator new(uint)
 0001:002E1D90       CVehicle::operator delete(void *)
 0001:002E2440       CVehicle::GetPlaneWeaponFiringStatus(bool &,eOrdnanceType &)
 0001:002E28F0       IsVehiclePointerValid(CVehicle *)
 0001:002E2950       CVehicle::ProcessWeapons(void)
 0001:002E2B00       CVehicleAnimGroup::GetGroup(int)
 0001:002E2F90       WaterCreatureManager_c__Init
 0001:002E2FD0       WaterCreatureManager_c::Exit(void)
 0001:002E30E0       WaterCreatureManager_c::TryToFreeUpWaterCreatures(int)
 0001:002E49E0       CWaterLevel::Shutdown(void)
 0001:002E71E0       CWaterLevel::AddWaveToResult(float,float,float *,float,float,CVector *)
 0001:002E7580       CWaterLevel::GetWaterLevelNoWaves(float,float,float,float *,float *,float *)
 0001:002E9E80       CWaterLevel__WaterLevelInitialise
 0001:002EA690       CWaterLevel::GetWaterLevel(float,float,float,float *,bool,CVector *)
 0001:002EE650       CWaterLevel::RenderWater(void)
 0001:002EF190       CBoat::ProcessOpenDoor(CPed *,uint,uint,uint,float)
 0001:002EF1D0       CBoat::GetComponentWorldPosition(int,CVector &)
 0001:002EF200       CBoat::IsComponentPresent(int)
 0001:002EF210       CBoat::Render(void)
 0001:002EFA10       CBoat::ProcessControlInputs(uchar)
 0001:002EFE20       CBoat::PruneWakeTrail(void)
 0001:002F0140       CBoat::SetModelIndex(uint)
 0001:002F0180       CBoat::PreRender(void)
 0001:002F0770       CBoat::ProcessControl(void)
 0001:002F10E0       CBoat::Teleport(CVector,uchar)
 0001:002F1550       CBoat::AddWakePoint(CVector)
 0001:002F1940       _ZN5CBoatC2Eih_
 0001:002F1947       CBoat::CBoat(int,uchar)
 0001:002F2270       CTheCarGenerators__Init
 0001:002F2FC0       CCranes::InitCranes(void)
 0001:002F2FE0       CCranes::UpdateCranes(void)
 0001:002F2FF0       CCranes::IsThisCarBeingCarriedByAnyCrane(CVehicle *)
 0001:002F3790       CDoor::Open(float)
 0001:002F37E0       CDoor::GetAngleOpenRatio(void)
 0001:002F3800       CDoor::IsClosed(void)
 0001:002F3820       CDoor::IsFullyOpen(void)
 0001:002F3920       CBouncingPanel::SetPanel(short,short,float)
 0001:002F3F30       cHandlingDataMgr::FindExactWord(char *,char *,int,int)
 0001:002F3FD0       cHandlingDataMgr::GetHandlingId(char const*)
 0001:002F4080       cHandlingDataMgr::ConvertDataToGameUnits(tHandlingData *)
 0001:002F4290       cHandlingDataMgr::ConvertBikeDataToGameUnits(tBikeHandlingData *)
 0001:002F42D0       cHandlingDataMgr::GetFlyingPointer(uchar)
 0001:002F4300       cHandlingDataMgr::GetBoatPointer(uchar)
 0001:002F4370       CTrainNode__CTrainNode
 0001:002F4490       CTrainNode__SetLengthFromStart
 0001:002F44D0       CTrain::~CTrain()
 0001:002F4530       CTrain__SetModelIndex
 0001:002F45C0       CVehicle::Render(void)
 0001:002F45D0       CTrain::ReadAndInterpretTrackFile(char *,CTrainNode **,int *,float *,int)
 0001:002F48D0       CTrain::Shutdown(void)
 0001:002F4900       CTrain::UpdateTrains(void)
 0001:002F4F80       CTrainNode::GetLightingFromCollision(void)
 0001:002F5030       CTrain::CTrain(int,uchar)
 0001:002F5300       CTrain::~CTrain()
 0001:002F5BD0       CTrain::FindClosestTrackNode(CVector,int *)
 0001:002F5CC0       CTrain::FindPositionOnTrackFromCoors(void)
 0001:002F6090       CTrain::FindNearestTrain(CVector,bool)
 0001:002F6440       CTrain::InitTrains(void)
 0001:002F6550       CTrain::CreateMissionTrain(CVector,bool,uint,CTrain**,CTrain**,int,int,bool)
 0001:002F76A0       CTrain::ProcessControl(void)
 0001:002F9970       C2dEffect::PluginAttach(void)
 0001:002F9A70       CCoronas__Init
 0001:002F9B00       CCoronas::Shutdown(void)
 0001:002F9EC0       CCoronas__Render
 0001:002FA630       CCoronas::RenderReflections(void)
 0001:002FB180       CCoronas___RegisterCorona
 0001:002FB580       CCoronas::RegisterCorona(uint,CEntity *,uchar,uchar,uchar,uchar,CVector const&,float,float,uchar,uchar,uchar,uchar,uchar,float,bool,float,bool,float,bool,bool)
 0001:002FB7A0       CEntity::ProcessLightsForEntity(void)
 0001:002FC500       CCustomCarPlateMgr__Initialise
 0001:002FC720       CCustomCarPlateMgr::Shutdown(void)
 0001:002FD120       CCustomRoadsignMgr__Initialise
 0001:002FD180       CCustomRoadsignMgr::Shutdown(void)
 0001:002FE410       CDraw__SetFOV
 0001:002FE420       CDraw::CalculateAspectRatio(void)
 0001:002FF0E0       CPointLights::AddLight(uchar,CVector,CVector,float,float,float,float,uchar,bool,CEntity *)
 0001:002FF2D0       CPointLights::RenderFogEffect(void)
 0001:003000F0       CPostEffects__ScriptResetForEffects
 0001:003036E0       CPostEffects::Render(void)
 0001:00304400       CShadowCamera::Destroy(void)
 0001:00304B30       CRealTimeShadowManager::ReturnRealTimeShadow(CRealTimeShadow *)
 0001:00305440       CRealTimeShadow::~CRealTimeShadow()
 0001:003057C0       CRealTimeShadowManager__Init
 0001:00305A60       CRealTimeShadowManager::Exit(void)
 0001:00305AB0       CRealTimeShadowManager::Update(void)
 0001:00305CD0       CShadows__Init
 0001:00305ED0       CShadows::Shutdown(void)
 0001:00305F60       CShadows::AddPermanentShadow(uchar,RwTexture *,CVector *,float,float,float,float,short,uchar,uchar,uchar,float,uint,float)
 0001:00306390       CShadows::StoreShadowToBeRendered(uchar,RwTexture *,CVector *,float,float,float,float,short,uchar,uchar,uchar,float,bool,float,CRealTimeShadow *,bool)
 0001:00306550       CShadows__GunShotSetsOilOnFire
 0001:00306770       CShadows::TidyUpShadows(void)
 0001:00309040       CShadows::CastShadowEntityXYZ(CEntity *,CVector *,float,float,float,float,short,uchar,uchar,uchar,float,float,CPolyBunch **,CRealTimeShadow *,uchar *)
 0001:003097E0       CShadows::CastRealTimeShadowSectorList(CPtrList &,float,float,float,float,CVector *,float,float,float,float,short,uchar,uchar,uchar,float,float,CPolyBunch **,CRealTimeShadow *,uchar *)
 0001:00309960       CShadows::RenderStoredShadows(bool)
 0001:0030B950       CShadows::UpdatePermanentShadows(void)
 0001:0030BE30       CSprite::CalcScreenCoors(RwV3d const&,RwV3d*,float *,float *,bool,bool)
 0001:0030C000       CSprite::RenderOneXLUSprite(float,float,float,float,float,uchar,uchar,uchar,short,float,uchar,uchar,uchar,float,float)
 0001:0030C490       CSprite::RenderOneXLUSprite_Rotate_Aspect(float,float,float,float,float,uchar,uchar,uchar,short,float,float,uchar)
 0001:00310EC0       CBirds__Init
 0001:00310EF0       CBirds::CreateNumberOfBirds(CVector,CVector,int,int,bool)
 0001:00311300       CBirds::Shutdown(void)
 0001:00311330       CBirds::Update(void)
 0001:00311810       CBirds::Render(void)
 0001:00311E40       CBirds__HandleGunShot
 0001:00311FA0       CClouds::Shutdown(void)
 0001:00311FF0       CClouds::Update(void)
 0001:003128D0       CClouds__Init
 0001:00312950       CClouds::Render(void)
 0001:003160C0       CRGBA::CRGBA(uchar,uchar,uchar,uchar)
 0001:00316150       CMovingThings__Render
 0001:003163A0       _ZN13CMovingThings19Render_BeforeCloudsEv_
 0001:003164F0       CPlaneTrails::Update(void)
 0001:003168F0       CMovingThings::Render_BeforeClouds(void)
 0001:00316C20       CMovingThings::Shutdown(void)
 0001:00316D00       CMovingThings__Init
 0001:003175B0       CMovingThings::Update(void)
 0001:00318380       CFont::SetScale(float)
 0001:00318430       CFont::SetColor(CRGBA)
 0001:00318490       CFont::SetFontStyle(uchar)
 0001:003184F0       CFont::SetRightJustifyWrap(float)
 0001:00318510       CFont::SetDropColor(CRGBA)
 0001:00318590       CFont::SetEdge(signed char)
 0001:003185B0       CFont::SetProportional(uchar)
 0001:003185C0       CFont::SetBackground(uchar,uchar)
 0001:00318600       CFont::SetJustify(uchar)
 0001:00318610       CFont::SetOrientation(uchar)
 0001:00318800       CFont::InitPerFrame(void)
 0001:00318840       CFont::RenderFontBuffer(void)
 0001:00319210       CFont::RenderFontBuffer(void)
 0001:00319700       CFont::PrintString(float,float,ushort *)
 0001:003198C0       CMatrix::~CMatrix()
 0001:003198D0       CGlass::Init(void)
 0001:00319A10       CFallingGlassPane::Update(void)
 0001:00319DA0       CGlass::RenderHiLightPolys(void)
 0001:00319E30       CGlass::RenderShatteredPolys(void)
 0001:00319ED0       CGlass::RenderReflectionPolys(void)
 0001:00319F70       CGlass::WindowRespondsToSoftCollision(CEntity *,float)
 0001:0031A0D0       CGlass::Update(void)
 0001:0031A620       CGlass::GeneratePanesForWindow(uint,CVector,CVector,CVector,CVector,CVector,float,bool,bool,int,bool)
 0001:0031AC40       CGlass::WindowRespondsToCollision(CEntity *,float,CVector,CVector,bool)
 0001:0031B0D0       CGlass::WasGlassHitByBullet(CEntity *,CVector)
 0001:0031B1A0       CGlass::WindowRespondsToExplosion(CEntity *,CVector)
 0001:0031B2B0       CGlass::CarWindscreenShatters(CVehicle *,bool)
 0001:0031BE20       CGlass::Render(void)
 0001:0031BF50       CGlass::BreakGlassPhysically(CVector,float)
 0001:0031C4E0       CGridRef__Init
 0001:0031C780       CMBlur__ClearDrunkBlur
 0001:0031CCA0       COcclusion__Init
 0001:0031F4C0       CRubbish::SetVisibility(bool)
 0001:0031F4E0       CSkidmarks::Init(void)
 0001:0031F570       CSkidmarks::Shutdown(void)
 0001:0031F590       CSkidmarks::Clear(void)
 0001:0031F5C0       CSkidmarks::Update(void)
 0001:0031F640       CSkidmarks::Render(void)
 0001:00320660       CSpecialFX::Render2DFXs(void)
 0001:00321230       C3dMarker::AddMarker(uint,ushort,float,uchar,uchar,uchar,uchar,ushort,float,short)
 0001:00321390       C3dMarker::DeleteMarkerObject(void)
 0001:003213D0       C3dMarker::Render(void)
 0001:00321710       C3dMarkers::Shutdown(void)
 0001:00321880       CCheckpoints::Init(void)
 0001:003220A0       CMirrors::CreateBuffer(void)
 0001:00322150       CMirrors::BuildCamMatrix(CMatrix *,CVector,CVector)
 0001:00322240       C3dMarkers::User3dMarkersDraw(void)
 0001:00322390       CSpecialFX::Shutdown(void)
 0001:003230E0       CMotionBlurStreaks::Render(void)
 0001:00323890       CBulletTraces::Render(void)
 0001:00323D40       C3dMarker::UpdateZCoordinate(CVector,float)
 0001:00323E10       C3dMarker::SetZCoordinateIfNotUpToDate(float)
 0001:00323E40       C3dMarkers::Init(void)
 0001:00324040       C3dMarkers::Render(void)
 0001:00324120       C3dMarkers::PlaceMarker(uint,ushort,CVector &,float,uchar,uchar,uchar,uchar,ushort,float,short,float,float,float,bool)
 0001:00324C00       CCheckpoint::Render(void)
 0001:00325060       CCheckpoints::Render(void)
 0001:00325090       CMirrors::RenderMirrorBuffer(bool)
 0001:003256B0       CMirrors::BuildCameraMatrixForScreens(CMatrix *)
 0001:003258F0       CSpecialFX::Init(void)
 0001:00325AA0       CSpecialFX::Update(void)
 0001:00325AD0       CSpecialFX::Render(void)
 0001:00325D40       C3dMarkers::PlaceMarkerCone(uint,CVector &,float,uchar,uchar,uchar,uchar,ushort,float,short,uchar)
 0001:00325DF0       CMirrors::BeforeConstructRenderList(void)
 0001:00326140       CMirrors::BeforeMainRender(void)
 0001:00326260       CSprite2d::SetRecipNearClip(void)
 0001:00326350       CSprite2d::InitPerFrame(void)
 0001:00327350       CSprite2d::Draw(CRect const&,CRGBA const&)
 0001:00327B40       CWaterCannon::Init(void)
 0001:00327C80       CWaterCannons::Init(void)
 0001:00327DA0       CWaterCannon::Render(void)
 0001:003285E0       CWaterCannon::PushPeds(void)
 0001:00328B30       CWaterCannons::Render(void)
 0001:00329280       CWaterCannon::Update_OncePerFrame(short)
 0001:003293C0       CWaterCannons::Update(void)
 0001:00329480       CWeather::Init(void)
 0001:003294E0       CWeather::ForceWeather(short)
 0001:003294F0       CWeather::ForceWeatherNow(short)
 0001:00329510       CWeather::ReleaseWeather(void)
 0001:00329520       CWeather::FindWeatherTypesList(void)
 0001:00329640       CWeather::UpdateWeatherRegion(CVector *)
 0001:00329790       CWeather::SetWeatherToAppropriateTypeNow(void)
 0001:0032A850       CWeather::Update(void)
 0001:0032B950       CWindModifiers::FindWindModifier(CVector,float *,float *)
 0001:0032C6B0       CCullZones__Init
 0001:0032C850       CZoneDef::IsPointWithin(CVector)
 0001:0032CA70       CCullZones::FindMirrorAttributesForCoors(CVector)
 0001:0032CC10       CCullZones::AddMirrorAttributeZone(CVector const&,float,float,float,float,float,float,ushort,float,float,float,float)
 0001:0032CD50       CCullZones::NoPolice(void)
 0001:0032CDB0       CCullZones::CamNoRain(void)
 0001:0032CDC0       CCullZones::PlayerNoRain(void)
 0001:0032CF70       CCullZones::AddCullZone(CVector const&,float,float,float,float,float,float,ushort,short)
 0001:0032E420       CMemoryMgr::Malloc(uint)
 0001:0032E430       CMemoryMgr::Free(void *)
 0001:0032E4C0       CMemoryMgr::MallocAlign(uint,uint)
 0001:0032E4F0       CMemoryMgr::FreeAlign(void *)
 0001:0032EAB0       NodeNamePluginAttach(void)
 0001:0032EBD0       PipelinePluginAttach(void)
 0001:0032EC70       CameraSize(RwCamera *,RwRect *,float,float)
 0001:0032FAC0       CGame::SetCurrentLevel
 0001:00330650       CTxdStore::PluginAttach(void)
 0001:003306A0       CTxdStore::PushCurrentTxd(void)
 0001:003306B0       CTxdStore::PopCurrentTxd(void)
 0001:00330850       CTxdStore::FindTxdSlot(char const*)
 0001:00330990       CTxdStore__Create
 0001:003309C0       CTxdStore::SetCurrentTxd(int,char const*)
 0001:00330A00       CBaseModelInfo::AddTexDictionaryRef(void)
 0001:00330A30       CBaseModelInfo::RemoveTexDictionaryRef(void)
 0001:00330C80       CTxdStore__AddTxdSlot
 0001:00330CD0       CTxdStore::RemoveTxdSlot(int)
 0001:00330E90       CTxdStore::RemoveTxd(int)
 0001:00331060       CTxdStore::GameShutdown(void)
 0001:003310B0       CTxdStore__LoadTxd
 0001:003312F0       CVisibilityPlugins::SetClumpForAllAtomicsFlag(RpClump *,int)
 0001:003318A0       CVisibilityPlugins::SetAtomicRenderCallback(RpAtomic *,RpAtomic * (*)(RpAtomic *))
 0001:003318C0       _ZN18CVisibilityPlugins19SetRenderWareCameraEP8RwCamera_
 0001:00331AC0       CVisibilityPlugins::GetClumpModelInfo(RpClump *)
 0001:00331B00       CVisibilityPlugins::SetClumpAlpha(RpClump *,int)
 0001:00331B20       CVisibilityPlugins::GetClumpAlpha(RpClump *)
 0001:00331E30       CVisibilityPlugins::PluginAttach(void)
 0001:00331F30       CVisibilityPlugins::RenderWeaponPedsForPC(void)
 0001:00332800       CVisibilityPlugins__RenderReallyDrawLastObjects
 0001:00333650       DefinedState(void)
 0001:00333820       GetFirstAtomic(RpClump *)
 0001:003338C0       GetFirstObject(RwFrame *)
 0001:00333A40       GetAnimHierarchyFromSkinClump(RpClump *)
 0001:00333EA0       RwIm2DRenderIndexedPrimitive_BUGFIX(RwPrimitiveType,RwOpenGLVertex *,int,ushort *,int)
 0001:003344E0       SetLightsWithTimeOfDayColour(RpWorld *)
 0001:00334C80       ActivateDirectional(void)
 0001:00334D50       SetAmbientColours(RwRGBAReal *)
 0001:00334D70       SetDirectionalColours(RwRGBAReal *)
 0001:00334FD0       CBulletInfo::Initialise(void)
 0001:00335000       CBulletInfo::Shutdown(void)
 0001:00335010       CBulletInfo::AddBullet(CEntity *,eWeaponType,CVector,CVector)
 0001:003350D0       CBulletInfo::Update(void)
 0001:00335840       CExplosion::ClearAllExplosions(void)
 0001:003358F0       CExplosion::Shutdown(void)
 0001:003359E0       CExplosion::RemoveAllExplosionsInArea(CVector,float)
 0001:00335A40       CExplosion::Initialise(void)
 0001:00335A50       CExplosion::AddExplosion(CEntity *,CEntity *,eExplosionType,CVector,uint,uchar,float,uchar)
 0001:00336620       CExplosion::Update(void)
 0001:00336B40       CProjectileInfo::Initialise(void)
 0001:00336BC0       CProjectileInfo::Shutdown(void)
 0001:00336C87       CProjectileInfo::AddProjectile(CEntity *,eWeaponType,CVector,float,CVector*,CEntity *)
 0001:00337860       CProjectileInfo::RemoveDetonatorProjectiles(void)
 0001:003378F0       CProjectileInfo::RemoveProjectile(CProjectileInfo*,CProjectile *)
 0001:00337B20       CProjectileInfo::Update(void)
 0001:00338860       CProjectileInfo::IsProjectileInRange(float,float,float,float,float,float,bool)
 0001:003389B0       CProjectileInfo::RemoveAllProjectiles(void)
 0001:00338A40       CProjectileInfo::RemoveIfThisIsAProjectile(CObject *)
 0001:00338B60       CShotInfo::Initialise(void)
 0001:00338C20       CShotInfo::Shutdown(void)
 0001:00338C30       CShotInfo::AddShot(CEntity *,eWeaponType,CVector,CVector)
 0001:00338E60       CShotInfo::Update(void)
 0001:00339300       CWeapon::InitialiseWeapons(void)
 0001:00339330       CWeapon::ShutdownWeapons(void)
 0001:00339360       CWeapon::UpdateWeapons(void)
 0001:00339380       CWeapon::Shutdown(void)
 0001:00339AC0       CWeapon::FireSniper(CPed *,CEntity *,CVector *)
 0001:00339F00       FireOneInstantHitRound(CVector *,CVector *,int)
 0001:0033A550       CWeapon::DoBulletImpact(CEntity *,CEntity *,CVector *,CVector *,CColPoint *,int)
 0001:0033B1F0       CWeapon::TakePhotograph(CEntity *,CVector *)
 0001:0033BBA0       CWeapon::FireInstantHitFromCar2(CVector,CVector,CVehicle *,CEntity *)
 0001:0033C1E0       CWeapon::DoTankDoomAiming(CEntity *,CEntity *,CVector *,CVector *)
 0001:0033C720       CWeapon::DoDriveByAutoAiming(CEntity *,CVehicle *,CVector *,CVector *,bool)
 0001:0033CB40       CWeapon::Update(CPed *)
 0001:0033CF00       CVehicle::FireFixedMachineGuns(void)
 0001:0033D560       CWeapon::EvaluateTargetForHeatSeekingMissile(CEntity *,CVector &,CVector &,float,bool,CEntity *)
 0001:0033D690       CWeapon::DoWeaponEffect(CVector,CVector)
 0001:0033D800       CWeapon::FireAreaEffect(CEntity *,CVector *,CEntity *,CVector *)
 0001:0033DC40       CWeapon::FireInstantHitFromCar(CVehicle *,bool,bool)
 0001:0033E400       CVehicle::DoFixedMachineGuns(void)
 0001:0033E910       CWeapon::PickTargetForHeatSeekingMissile(CVector,CVector,float,CEntity *,bool,CEntity *)
 0001:0033EA20       CWeapon::FireFromCar(CVehicle *,bool,bool)
 0001:0033EB10       CWeapon::FireInstantHit(CEntity *,CVector *,CVector *,CEntity *,CVector *,CVector *,bool,bool)
 0001:00340360       _ZN7CWeapon14FireProjectileEP7CEntityP7CVectorS1_S3_f_
 0001:00340367       CWeapon::FireProjectile(CEntity *,CVector *,CEntity *,CVector *,float)
 0001:00340C00       CWeapon::FireM16_1stPerson(CPed *)
 0001:00340FD0       CVehicle::DoDriveByShootings(void)
 0001:00341300       CWeapon::Fire(CEntity *,CVector *,CVector *,CEntity *,CVector *,CVector *)
 0001:00341AB0       CWeaponEffects__Init
 0001:00341B80       CWeaponEffects::Shutdown(void)
 0001:00341C60       CWeaponEffects::ClearCrossHair(int)
 0001:00341CA0       CWeaponEffects::ClearCrossHairImmediately(int)
 0001:00341CF0       CWeaponEffects::Render(void)
 0001:00342C50       CWeaponInfo::Shutdown(void)
 0001:00342C60       CWeaponInfo::GetWeaponInfo(eWeaponType,signed char)
 0001:00342CD0       CWeaponInfo::GetSkillStatIndex(eWeaponType)
 0001:00342D50       CWeaponInfo::GetTargetHeadRange(void)
 0001:00343AE0       SecuromStateDisplay(void)
 0001:00344210       psCameraBeginUpdate(RwCamera *)
 0001:003443F0       CMirrors::RenderReflections(void)
 0001:00344E50       DialogFunc
 0001:00345190       RsRwTerminate(void)
 0001:003458C0       ShouldQuit
 0001:00346F00       WindowProc
 0001:00347760       DoGameState
 0001:003484D0       _Z12_rpClumpOpenPvii_
 0001:003487B0       _Z13_rpClumpClosePvii_
 0001:00348880       _rpClumpRegisterExtensions(void)
 0001:00348B70       RpClumpRender(RpClump *)
 0001:00348BC0       RpClumpForAllAtomics(RpClump *,RpAtomic * (*)(RpAtomic *,void *),void *)
 0001:00348E10       RpAtomicDestroy(RpAtomic *)
 0001:00348EB0       RpAtomicClone(RpAtomic *)
 0001:00349360       RpClumpDestroy(RpClump *)
 0001:00349A60       RpClumpStreamWrite(RpClump *,RwStream *)
 0001:0034A470       RpClumpStreamRead(RwStream *)
 0001:0034AF70       RpAtomicSetFrame(RpAtomic *,RwFrame *)
 0001:0034AFF0       _Z16_rpGeometryClosePvii_
 0001:0034B010       _Z15_rpGeometryOpenPvii_
